name,dm_stat,p,a_better,bh_threshold,significant,model,vs,horizon
C_Amazon_River_Delta,3.9366534026224627,0.00022066353496586873,False,0.012440191387559809,True,li_lstm_full,kalman_ar1,1
E_Junggar_Pendi,3.9328887066327316,0.000223416360588726,False,0.012918660287081342,True,li_lstm_full,kalman_ar1,1
C_Texas_Gulf_Coast,3.7930991013113813,0.00035256653957318893,False,0.013397129186602873,True,li_lstm_full,kalman_ar1,1
C_Bight_of_Benin_Coast,3.481722143656678,0.0009444394786986416,False,0.013875598086124402,True,li_lstm_full,kalman_ar1,1
C_Capim_River_Delta,3.446761895329255,0.0010519579201518736,False,0.014354066985645933,True,li_lstm_full,kalman_ar1,1
C_South_Africa_South_Coast,3.3452832874869243,0.0014336531830337553,False,0.014832535885167464,True,li_lstm_full,kalman_ar1,1
C_West_Barents_Sea_Coast,-3.3327513713334063,0.0014889942995726995,True,0.015311004784688996,True,li_lstm_full,kalman_ar1,1
C_Deccan_Plateau_East_Indian_Subcontinent_Coast,3.3080923387884673,0.0016038329088690947,False,0.015789473684210527,True,li_lstm_full,kalman_ar1,1
C_North_Korea_Bay_Korean_Peninsula,3.2936868313482206,0.0016747369403259293,False,0.016267942583732056,True,li_lstm_full,kalman_ar1,1
C_North_Brazil_South_Atlantic_Coast,3.2129402283558925,0.002130092648892508,False,0.01674641148325359,True,li_lstm_full,kalman_ar1,1
C_Java,-3.1876145468226467,0.0022953868960451677,True,0.017224880382775122,True,li_lstm_full,kalman_ar1,1
R_Dnieper_River,3.167731982176088,0.0024335183090575725,False,0.01770334928229665,True,li_lstm_full,kalman_ar1,1
C_Churchill_Seal_Rivers,3.1156751657637263,0.00283301683170164,False,0.018181818181818184,True,li_lstm_full,kalman_ar1,1
C_Kamchatka_Peninsula,-3.010376130274995,0.0038356148078269956,True,0.018660287081339714,True,li_lstm_full,kalman_ar1,1
R_Saskatchewan_Nelson_Rivers,2.9850204102454674,0.004122156638927492,False,0.019138755980861247,True,li_lstm_full,kalman_ar1,1
R_Orange_River,2.9540195394618123,0.004499541149116346,False,0.019617224880382776,True,li_lstm_full,kalman_ar1,1
C_Sakhalin_Island,-2.95187492897843,0.004526800811333996,True,0.020095693779904306,True,li_lstm_full,kalman_ar1,1
C_Japan,-2.923663839136231,0.004899958693508637,True,0.02057416267942584,True,li_lstm_full,kalman_ar1,1
C_South_Baffin_Island_Coast,2.9214974570514447,0.00492976300598762,False,0.021052631578947368,True,li_lstm_full,kalman_ar1,1
E_Lower_Lake_Chad,2.9111840604498114,0.005073970228087036,False,0.0215311004784689,True,li_lstm_full,kalman_ar1,1
C_North_Baffin_Island_Coast,-2.8759503031478553,0.005596641681430428,True,0.022009569377990434,True,li_lstm_full,kalman_ar1,1
E_Great_Victoria_Desert,2.856111699970695,0.005912429231138386,False,0.022488038277511963,True,li_lstm_full,kalman_ar1,1
C_Great_Britain,-2.8553575113582883,0.00592475309767157,True,0.022966507177033496,True,li_lstm_full,kalman_ar1,1
R_Senegal_River,-2.8460183716082725,0.006079339540849663,True,0.023444976076555026,True,li_lstm_full,kalman_ar1,1
E_Northern_Kordofan,-2.7709079891110173,0.007464805035519475,True,0.023923444976076555,True,li_lstm_full,kalman_ar1,1
R_Danube_River,-2.7642317568142456,0.007601057931096892,True,0.024401913875598088,True,li_lstm_full,kalman_ar1,1
C_Uruguay_South_Brazil_Coast,2.755920850966285,0.007773865847182206,False,0.024880382775119617,True,li_lstm_full,kalman_ar1,1
C_Shelikhov_Gulf_Sea_of_Okhotsk_Coast,-2.743175025092413,0.008045911724096296,True,0.02535885167464115,True,li_lstm_full,kalman_ar1,1
C_Sweden_Coast,-2.7305276588045677,0.008324470209156434,True,0.025837320574162683,True,li_lstm_full,kalman_ar1,1
C_Severnaya_Zemlya,2.712191825659288,0.008744048742630808,False,0.02631578947368421,True,li_lstm_full,kalman_ar1,1
C_Iceland,2.7115468580805167,0.008759154368756308,False,0.026794258373205745,True,li_lstm_full,kalman_ar1,1
C_Denmark_Germany_Coast,-2.695884266765675,0.009133403834166505,True,0.02727272727272727,True,li_lstm_full,kalman_ar1,1
R_Magdalena_River,2.695166044560355,0.009150911360946848,False,0.027751196172248804,True,li_lstm_full,kalman_ar1,1
C_East_Beaufort_Sea_Amundsen_Gulf_Coast,-2.674505925244715,0.009667864914260742,True,0.028229665071770334,True,li_lstm_full,kalman_ar1,1
C_Central_America_Gulf_of_Mexico_Caribbean_Coast,-2.6369527791263074,0.010676375551616392,True,0.028708133971291867,True,li_lstm_full,kalman_ar1,1
C_South_Gulf_of_Aden_Coast,-2.543832761262474,0.013603868706748496,True,0.0291866028708134,True,li_lstm_full,kalman_ar1,1
C_Ireland,-2.4995029567176186,0.015238412187704364,True,0.02966507177033493,True,li_lstm_full,kalman_ar1,1
C_Gulf_of_Darien_Coast,2.424751629932124,0.018399873914407037,False,0.030143540669856462,True,li_lstm_full,kalman_ar1,1
R_Zambezi_River,2.3526162244732305,0.021996539826109086,False,0.03062200956937799,True,li_lstm_full,kalman_ar1,1
